indicador;nombre de indicador;a?o;ccaa;sexo;valor;
4099;Camas hospitalarias en funcionamiento (% SNS);2018;Cantabria (CB);total;72.8226652675761;
4099;Camas hospitalarias en funcionamiento (% SNS);2018;Canarias (CN);total;68.8216279753159;
4099;Camas hospitalarias en funcionamiento (% SNS);2018;Balears, Illes (IB);total;64.6175637393768;
4099;Camas hospitalarias en funcionamiento (% SNS);2018;Asturias, Principado de (AS);total;85.9070034443169;
4099;Camas hospitalarias en funcionamiento (% SNS);2018;Arag?n (AR);total;85.1003446178796;
4099;Camas hospitalarias en funcionamiento (% SNS);2018;Andaluc?a (AN);total;77.0265141246001;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Espa?a (ES);total;80.5290768575779;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;La Rioja (RI);total;94.679802955665;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Pa?s Vasco (PV);total;83.2260772243984;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Navarra, C. Foral de (NC);total;68.1561618062088;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Murcia, Regi?n de (MC);total;72.2482935153584;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Madrid, Comunidad de (MD);total;71.5672058003346;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Galicia (GA);total;84.3864519711272;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Extremadura (EX);total;94.0085592011412;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Comunitat Valenciana (VC);total;85.4268344892542;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Catalu?a (CT);total;87.2173702923815;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Castilla - La Mancha (CM);total;93.8912133891213;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Castilla y Le?n (CL);total;76.3392326879677;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Cantabria (CB);total;72.9573010015814;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Canarias (CN);total;66.6765843498959;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Balears, Illes (IB);total;65.3225806451613;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Asturias, Principado de (AS);total;86.5191146881288;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Arag?n (AR);total;85.7924604783137;
4099;Camas hospitalarias en funcionamiento (% SNS);2017;Andaluc?a (AN);total;77.1450224652195;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Espa?a (ES);total;79.8719055321433;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;La Rioja (RI);total;94.6640316205534;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Pa?s Vasco (PV);total;80.2293064876958;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Navarra, C. Foral de (NC);total;68.5176470588235;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Murcia, Regi?n de (MC);total;67.8451178451179;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Madrid, Comunidad de (MD);total;70.8291372943941;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Galicia (GA);total;84.0685461580984;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Extremadura (EX);total;89.7363198185427;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Comunitat Valenciana (VC);total;86.2664261788199;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Catalu?a (CT);total;86.750656167979;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Castilla - La Mancha (CM);total;92.9135494596841;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Castilla y Le?n (CL);total;76.3132760267431;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Cantabria (CB);total;68.0773249738767;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Canarias (CN);total;65.3834586466165;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Balears, Illes (IB);total;68.5924667233078;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Asturias, Principado de (AS);total;88.4807522774023;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Arag?n (AR);total;85.6470106470107;
4099;Camas hospitalarias en funcionamiento (% SNS);2016;Andaluc?a (AN);total;76.7545061085849;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Espa?a (ES);total;79.8658885787814;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;La Rioja (RI);total;94.6107784431138;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Pa?s Vasco (PV);total;80.1048565121413;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Navarra, C. Foral de (NC);total;68.932955618508;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Murcia, Regi?n de (MC);total;62.9161399072903;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Madrid, Comunidad de (MD);total;70.6263498920087;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Galicia (GA);total;83.9798378259917;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Extremadura (EX);total;89.9610678531702;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Comunitat Valenciana (VC);total;86.3835639989685;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Catalu?a (CT);total;88.4748394382102;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Castilla - La Mancha (CM);total;92.5761421319797;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Castilla y Le?n (CL);total;76.2243470149254;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Cantabria (CB);total;68.8635184224183;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Canarias (CN);total;65.1940298507463;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Balears, Illes (IB);total;66.5430690245294;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Asturias, Principado de (AS);total;88.2370196538574;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Arag?n (AR);total;85.4762394569019;
4099;Camas hospitalarias en funcionamiento (% SNS);2015;Andaluc?a (AN);total;76.1165783497351;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Espa?a (ES);total;79.3714687728918;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;La Rioja (RI);total;94.6215139442231;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Pa?s Vasco (PV);total;80.010960405535;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Navarra, C. Foral de (NC);total;68.452935694315;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Murcia, Regi?n de (MC);total;62.7539020739791;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Madrid, Comunidad de (MD);total;69.7731890823219;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Galicia (GA);total;84.0718694885362;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Extremadura (EX);total;89.7948448185166;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Comunitat Valenciana (VC);total;85.1886955023264;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Catalu?a (CT);total;88.760776244368;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Castilla - La Mancha (CM);total;92.4983549023909;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Castilla y Le?n (CL);total;75.3824594184281;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Cantabria (CB);total;67.9642293529721;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Canarias (CN);total;64.2468239564428;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Balears, Illes (IB);total;67.5119331742244;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Asturias, Principado de (AS);total;83.8935983630517;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Arag?n (AR);total;82.5;
4099;Camas hospitalarias en funcionamiento (% SNS);2014;Andaluc?a (AN);total;76.0497752439426;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Espa?a (ES);total;79.2483695612835;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;La Rioja (RI);total;94.5454545454546;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Pa?s Vasco (PV);total;78.6072347920336;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Navarra, C. Foral de (NC);total;69.2804428044281;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Murcia, Regi?n de (MC);total;63.5580443678656;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Madrid, Comunidad de (MD);total;69.7832275016422;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Galicia (GA);total;83.572740036721;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Extremadura (EX);total;87.9283489096573;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Comunitat Valenciana (VC);total;85.5810740804697;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Catalu?a (CT);total;88.8503734410178;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Castilla - La Mancha (CM);total;92.472647702407;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Castilla y Le?n (CL);total;74.8958333333333;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Cantabria (CB);total;67.2756582482536;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Canarias (CN);total;65.0304878048781;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Balears, Illes (IB);total;67.5889328063241;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Asturias, Principado de (AS);total;84.3572241183163;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Arag?n (AR);total;82.2314049586777;
4099;Camas hospitalarias en funcionamiento (% SNS);2013;Andaluc?a (AN);total;75.6057807236771;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Espa?a (ES);total;79.5962684115034;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;La Rioja (RI);total;94.7769314472252;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Pa?s Vasco (PV);total;78.1958830470696;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Navarra, C. Foral de (NC);total;68.9764492753623;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Murcia, Regi?n de (MC);total;64.6995708154507;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Madrid, Comunidad de (MD);total;70.2785876255264;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Galicia (GA);total;83.1502218466089;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Extremadura (EX);total;90.2179691653376;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Comunitat Valenciana (VC);total;86.5185950413223;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Catalu?a (CT);total;89.1962695169234;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Castilla - La Mancha (CM);total;92.4316302734789;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Castilla y Le?n (CL);total;75.3608593487748;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Cantabria (CB);total;68.0614406779661;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Canarias (CN);total;64.6756388930894;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Balears, Illes (IB);total;71.0286062081558;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Asturias, Principado de (AS);total;84.7514743049705;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Arag?n (AR);total;82.312784443525;
4099;Camas hospitalarias en funcionamiento (% SNS);2012;Andaluc?a (AN);total;75.2852950766221;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Espa?a (ES);total;79.5835670218733;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;La Rioja (RI);total;94.84425349087;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Pa?s Vasco (PV);total;77.0665975641358;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Navarra, C. Foral de (NC);total;67.7460050462574;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Murcia, Regi?n de (MC);total;64.9115235217954;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Madrid, Comunidad de (MD);total;70.6836062088029;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Galicia (GA);total;83.4350021034918;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Extremadura (EX);total;89.9118257261411;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Comunitat Valenciana (VC);total;85.7919839343988;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Catalu?a (CT);total;89.1808720307043;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Castilla - La Mancha (CM);total;93.2190329416298;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Castilla y Le?n (CL);total;75.5625955866288;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Cantabria (CB);total;67.9265091863517;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Canarias (CN);total;64.6199701937407;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Balears, Illes (IB);total;71.2982669504409;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Asturias, Principado de (AS);total;84.8281642917016;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Arag?n (AR);total;82.5534489713594;
4099;Camas hospitalarias en funcionamiento (% SNS);2011;Andaluc?a (AN);total;75.1117021276596;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Espa?a (ES);total;79.4906581638626;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;La Rioja (RI);total;86.830835117773;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Pa?s Vasco (PV);total;76.4311043566363;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Navarra, C. Foral de (NC);total;57.2573839662447;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Murcia, Regi?n de (MC);total;63.9430449069003;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Madrid, Comunidad de (MD);total;70.7186137982354;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Galicia (GA);total;82.4313408723748;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Extremadura (EX);total;89.8922524371473;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Comunitat Valenciana (VC);total;85.6945122944146;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Catalu?a (CT);total;89.9608259743709;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Castilla - La Mancha (CM);total;93.1658100133257;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Castilla y Le?n (CL);total;76.8117555382389;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Cantabria (CB);total;68.5279187817259;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Canarias (CN);total;63.1609613983977;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Balears, Illes (IB);total;70.4410011918951;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Asturias, Principado de (AS);total;81.9994537011746;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Arag?n (AR);total;82.5069972011196;
4099;Camas hospitalarias en funcionamiento (% SNS);2010;Andaluc?a (AN);total;75.7912475643794;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Espa?a (ES);total;71.59;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;La Rioja (RI);total;86.16;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Pa?s Vasco (PV);total;69.64;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Navarra, C. Foral de (NC);total;57.41;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Murcia, Regi?n de (MC);total;64.03;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Madrid, Comunidad de (MD);total;69.09;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Galicia (GA);total;81.79;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Extremadura (EX);total;90.98;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Comunitat Valenciana (VC);total;83.25;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Catalu?a (CT);total;56.69;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Castilla - La Mancha (CM);total;91.6;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Castilla y Le?n (CL);total;77.21;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Cantabria (CB);total;67.26;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Canarias (CN);total;63.62;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Balears, Illes (IB);total;69.75;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Asturias, Principado de (AS);total;82.54;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Arag?n (AR);total;79.52;
4099;Camas hospitalarias en funcionamiento (% SNS);2009;Andaluc?a (AN);total;75.37;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Espa?a (ES);total;71.82;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;La Rioja (RI);total;86.91;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Pa?s Vasco (PV);total;69.41;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Navarra, C. Foral de (NC);total;58.57;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Murcia, Regi?n de (MC);total;63.87;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Madrid, Comunidad de (MD);total;70.99;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Galicia (GA);total;81.33;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Extremadura (EX);total;90.42;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Comunitat Valenciana (VC);total;82.31;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Catalu?a (CT);total;57.45;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Castilla - La Mancha (CM);total;91.41;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Castilla y Le?n (CL);total;76.57;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Cantabria (CB);total;67.73;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Canarias (CN);total;63.53;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Balears, Illes (IB);total;68.64;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Asturias, Principado de (AS);total;82.5;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Arag?n (AR);total;79.9;
4099;Camas hospitalarias en funcionamiento (% SNS);2008;Andaluc?a (AN);total;75.54;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Espa?a (ES);total;71.49;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;La Rioja (RI);total;87.34;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Pa?s Vasco (PV);total;69.77;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Navarra, C. Foral de (NC);total;58.13;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Murcia, Regi?n de (MC);total;65.06;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Madrid, Comunidad de (MD);total;67.88;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Galicia (GA);total;81.97;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Extremadura (EX);total;89.4;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Comunitat Valenciana (VC);total;82.06;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Catalu?a (CT);total;58.09;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Castilla - La Mancha (CM);total;91.44;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Castilla y Le?n (CL);total;76.44;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Cantabria (CB);total;67.3;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Canarias (CN);total;62.79;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Balears, Illes (IB);total;68.36;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Asturias, Principado de (AS);total;82.42;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Arag?n (AR);total;80.63;
4099;Camas hospitalarias en funcionamiento (% SNS);2007;Andaluc?a (AN);total;74.99;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Espa?a (ES);total;71.1;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;La Rioja (RI);total;87.05;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Pa?s Vasco (PV);total;69.34;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Navarra, C. Foral de (NC);total;62.5;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Murcia, Regi?n de (MC);total;68.48;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Madrid, Comunidad de (MD);total;67.1;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Galicia (GA);total;81.38;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Extremadura (EX);total;90.85;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Comunitat Valenciana (VC);total;83.24;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Catalu?a (CT);total;58.19;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Castilla - La Mancha (CM);total;91.14;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Castilla y Le?n (CL);total;69.99;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Cantabria (CB);total;66.65;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Canarias (CN);total;61.46;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Balears, Illes (IB);total;65.78;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Asturias, Principado de (AS);total;82.31;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Arag?n (AR);total;80.12;
4099;Camas hospitalarias en funcionamiento (% SNS);2006;Andaluc?a (AN);total;75.46;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Espa?a (ES);total;70.87;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;La Rioja (RI);total;86.77;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Pa?s Vasco (PV);total;69.41;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Navarra, C. Foral de (NC);total;58.87;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Murcia, Regi?n de (MC);total;68.46;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Madrid, Comunidad de (MD);total;67.12;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Galicia (GA);total;81.61;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Extremadura (EX);total;90.67;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Comunitat Valenciana (VC);total;83.41;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Catalu?a (CT);total;57.98;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Castilla - La Mancha (CM);total;90.99;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Castilla y Le?n (CL);total;67.27;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Cantabria (CB);total;68.72;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Canarias (CN);total;61.51;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Balears, Illes (IB);total;65.56;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Asturias, Principado de (AS);total;82.05;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Arag?n (AR);total;81.13;
4099;Camas hospitalarias en funcionamiento (% SNS);2005;Andaluc?a (AN);total;75.46;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Espa?a (ES);total;71.02;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;La Rioja (RI);total;87.35;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Pa?s Vasco (PV);total;69.42;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Navarra, C. Foral de (NC);total;58.86;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Murcia, Regi?n de (MC);total;68.07;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Madrid, Comunidad de (MD);total;68.23;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Galicia (GA);total;81.11;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Extremadura (EX);total;90.61;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Comunitat Valenciana (VC);total;83.9;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Catalu?a (CT);total;57.1;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Castilla - La Mancha (CM);total;91.2;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Castilla y Le?n (CL);total;69.24;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Cantabria (CB);total;68.39;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Canarias (CN);total;61.68;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Balears, Illes (IB);total;65.3;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Asturias, Principado de (AS);total;81.68;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Arag?n (AR);total;81.75;
4099;Camas hospitalarias en funcionamiento (% SNS);2004;Andaluc?a (AN);total;75.59;
4099;Camas hospitalarias en funcionamiento (% SNS);2003;Espa?a (ES);total;71.45;
4099;Camas hospitalarias en funcionamiento (% SNS);2003;Melilla (ML);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2003;Ceuta (CE);total;100.0;
4099;Camas hospitalarias en funcionamiento (% SNS);2003;La Rioja (RI);total;96.65;
