Comunidad Autónoma y Provincia;Tipo de índice;años;Total
Canarias;Actos quirúrgicos/quirófano;1992;715,16
Canarias;Actos quirúrgicos/quirófano;1991;621,31
Canarias;Partos/camas de obstetricia;2000;..
Canarias;Partos/camas de obstetricia;1999;..
Canarias;Partos/camas de obstetricia;1998;..
Canarias;Partos/camas de obstetricia;1997;51,71
Canarias;Partos/camas de obstetricia;1996;52,91
Canarias;Partos/camas de obstetricia;1995;48,19
Canarias;Partos/camas de obstetricia;1994;46,44
Canarias;Partos/camas de obstetricia;1993;46,70
Canarias;Partos/camas de obstetricia;1992;46,61
Canarias;Partos/camas de obstetricia;1991;46,84
Canarias;Necropsias/1.000 fallecidos;2000;..
Canarias;Necropsias/1.000 fallecidos;1999;..
Canarias;Necropsias/1.000 fallecidos;1998;..
Canarias;Necropsias/1.000 fallecidos;1997;42,02
Canarias;Necropsias/1.000 fallecidos;1996;49,32
Canarias;Necropsias/1.000 fallecidos;1995;42,18
Canarias;Necropsias/1.000 fallecidos;1994;63,02
Canarias;Necropsias/1.000 fallecidos;1993;52,91
Canarias;Necropsias/1.000 fallecidos;1992;38,50
Canarias;Necropsias/1.000 fallecidos;1991;52,65
Las Palmas;Grado de ocupación;2000;..
Las Palmas;Grado de ocupación;1999;..
Las Palmas;Grado de ocupación;1998;..
Las Palmas;Grado de ocupación;1997;81,15
Las Palmas;Grado de ocupación;1996;84,04
Las Palmas;Grado de ocupación;1995;79,43
Las Palmas;Grado de ocupación;1994;78,45
Las Palmas;Grado de ocupación;1993;74,87
Las Palmas;Grado de ocupación;1992;74,08
Las Palmas;Grado de ocupación;1991;75,57
Las Palmas;Promedio de estancias/enfermo;2000;..
Las Palmas;Promedio de estancias/enfermo;1999;..
Las Palmas;Promedio de estancias/enfermo;1998;..
Las Palmas;Promedio de estancias/enfermo;1997;12,28
Las Palmas;Promedio de estancias/enfermo;1996;13,08
Las Palmas;Promedio de estancias/enfermo;1995;13,33
Las Palmas;Promedio de estancias/enfermo;1994;14,25
Las Palmas;Promedio de estancias/enfermo;1993;14,44
Las Palmas;Promedio de estancias/enfermo;1992;14,55
Las Palmas;Promedio de estancias/enfermo;1991;14,85
Las Palmas;Índice de rotación;2000;..
Las Palmas;Índice de rotación;1999;..
Las Palmas;Índice de rotación;1998;..
Las Palmas;Índice de rotación;1997;24,12
Las Palmas;Índice de rotación;1996;23,45
Las Palmas;Índice de rotación;1995;21,74
Las Palmas;Índice de rotación;1994;20,09
Las Palmas;Índice de rotación;1993;18,93
Las Palmas;Índice de rotación;1992;18,59
Las Palmas;Índice de rotación;1991;18,57
Las Palmas;Actos quirúrgicos/quirófano;2000;..
Las Palmas;Actos quirúrgicos/quirófano;1999;..
Las Palmas;Actos quirúrgicos/quirófano;1998;..
Las Palmas;Actos quirúrgicos/quirófano;1997;1.077,90
Las Palmas;Actos quirúrgicos/quirófano;1996;928,15
Las Palmas;Actos quirúrgicos/quirófano;1995;737,51
Las Palmas;Actos quirúrgicos/quirófano;1994;671,26
Las Palmas;Actos quirúrgicos/quirófano;1993;649,43
Las Palmas;Actos quirúrgicos/quirófano;1992;663,34
Las Palmas;Actos quirúrgicos/quirófano;1991;638,15
Las Palmas;Partos/camas de obstetricia;2000;..
Las Palmas;Partos/camas de obstetricia;1999;..
Las Palmas;Partos/camas de obstetricia;1998;..
Las Palmas;Partos/camas de obstetricia;1997;55,61
Las Palmas;Partos/camas de obstetricia;1996;54,60
Las Palmas;Partos/camas de obstetricia;1995;52,20
Las Palmas;Partos/camas de obstetricia;1994;50,49
Las Palmas;Partos/camas de obstetricia;1993;51,20
Las Palmas;Partos/camas de obstetricia;1992;51,61
Las Palmas;Partos/camas de obstetricia;1991;52,97
Las Palmas;Necropsias/1.000 fallecidos;2000;..
Las Palmas;Necropsias/1.000 fallecidos;1999;..
Las Palmas;Necropsias/1.000 fallecidos;1998;..
Las Palmas;Necropsias/1.000 fallecidos;1997;45,40
Las Palmas;Necropsias/1.000 fallecidos;1996;58,49
Las Palmas;Necropsias/1.000 fallecidos;1995;52,15
Las Palmas;Necropsias/1.000 fallecidos;1994;96,51
Las Palmas;Necropsias/1.000 fallecidos;1993;80,09
Las Palmas;Necropsias/1.000 fallecidos;1992;38,81
Las Palmas;Necropsias/1.000 fallecidos;1991;60,05
Santa Cruz de Tenerife;Grado de ocupación;2000;..
Santa Cruz de Tenerife;Grado de ocupación;1999;..
Santa Cruz de Tenerife;Grado de ocupación;1998;..
Santa Cruz de Tenerife;Grado de ocupación;1997;84,02
Santa Cruz de Tenerife;Grado de ocupación;1996;87,05
Santa Cruz de Tenerife;Grado de ocupación;1995;83,95
Santa Cruz de Tenerife;Grado de ocupación;1994;82,18
Santa Cruz de Tenerife;Grado de ocupación;1993;84,03
Santa Cruz de Tenerife;Grado de ocupación;1992;85,71
Santa Cruz de Tenerife;Grado de ocupación;1991;85,49
Santa Cruz de Tenerife;Promedio de estancias/enfermo;2000;..
Santa Cruz de Tenerife;Promedio de estancias/enfermo;1999;..
Santa Cruz de Tenerife;Promedio de estancias/enfermo;1998;..
Santa Cruz de Tenerife;Promedio de estancias/enfermo;1997;13,16
Santa Cruz de Tenerife;Promedio de estancias/enfermo;1996;14,30
Santa Cruz de Tenerife;Promedio de estancias/enfermo;1995;15,24
Santa Cruz de Tenerife;Promedio de estancias/enfermo;1994;16,81
Santa Cruz de Tenerife;Promedio de estancias/enfermo;1993;17,92
Santa Cruz de Tenerife;Promedio de estancias/enfermo;1992;17,82
Santa Cruz de Tenerife;Promedio de estancias/enfermo;1991;18,44
Santa Cruz de Tenerife;Índice de rotación;2000;..
Santa Cruz de Tenerife;Índice de rotación;1999;..
Santa Cruz de Tenerife;Índice de rotación;1998;..
Santa Cruz de Tenerife;Índice de rotación;1997;23,31
Santa Cruz de Tenerife;Índice de rotación;1996;22,22
Santa Cruz de Tenerife;Índice de rotación;1995;20,11
Santa Cruz de Tenerife;Índice de rotación;1994;17,85
Santa Cruz de Tenerife;Índice de rotación;1993;17,11
Santa Cruz de Tenerife;Índice de rotación;1992;17,56
Santa Cruz de Tenerife;Índice de rotación;1991;16,92
Santa Cruz de Tenerife;Actos quirúrgicos/quirófano;2000;..
Santa Cruz de Tenerife;Actos quirúrgicos/quirófano;1999;..
Santa Cruz de Tenerife;Actos quirúrgicos/quirófano;1998;..
Santa Cruz de Tenerife;Actos quirúrgicos/quirófano;1997;1.099,85
Santa Cruz de Tenerife;Actos quirúrgicos/quirófano;1996;1.033,32
Santa Cruz de Tenerife;Actos quirúrgicos/quirófano;1995;1.060,55
Santa Cruz de Tenerife;Actos quirúrgicos/quirófano;1994;838,19
Santa Cruz de Tenerife;Actos quirúrgicos/quirófano;1993;881,49
Santa Cruz de Tenerife;Actos quirúrgicos/quirófano;1992;770,55
Santa Cruz de Tenerife;Actos quirúrgicos/quirófano;1991;606,40
Santa Cruz de Tenerife;Partos/camas de obstetricia;2000;..
Santa Cruz de Tenerife;Partos/camas de obstetricia;1999;..
Santa Cruz de Tenerife;Partos/camas de obstetricia;1998;..
Santa Cruz de Tenerife;Partos/camas de obstetricia;1997;47,65
Santa Cruz de Tenerife;Partos/camas de obstetricia;1996;51,07
Santa Cruz de Tenerife;Partos/camas de obstetricia;1995;44,20
Santa Cruz de Tenerife;Partos/camas de obstetricia;1994;42,58
Santa Cruz de Tenerife;Partos/camas de obstetricia;1993;42,50
Santa Cruz de Tenerife;Partos/camas de obstetricia;1992;41,99
Santa Cruz de Tenerife;Partos/camas de obstetricia;1991;41,19
Santa Cruz de Tenerife;Necropsias/1.000 fallecidos;2000;..
Santa Cruz de Tenerife;Necropsias/1.000 fallecidos;1999;..
Santa Cruz de Tenerife;Necropsias/1.000 fallecidos;1998;..
Santa Cruz de Tenerife;Necropsias/1.000 fallecidos;1997;38,72
Santa Cruz de Tenerife;Necropsias/1.000 fallecidos;1996;40,48
Santa Cruz de Tenerife;Necropsias/1.000 fallecidos;1995;32,70
Santa Cruz de Tenerife;Necropsias/1.000 fallecidos;1994;30,75
Santa Cruz de Tenerife;Necropsias/1.000 fallecidos;1993;28,27
Santa Cruz de Tenerife;Necropsias/1.000 fallecidos;1992;38,19
Santa Cruz de Tenerife;Necropsias/1.000 fallecidos;1991;45,60
Cantabria;Grado de ocupación;2000;..
Cantabria;Grado de ocupación;1999;..
Cantabria;Grado de ocupación;1998;..
Cantabria;Grado de ocupación;1997;84,05
Cantabria;Grado de ocupación;1996;84,32
Cantabria;Grado de ocupación;1995;83,50
Cantabria;Grado de ocupación;1994;77,32
Cantabria;Grado de ocupación;1993;80,29
Cantabria;Grado de ocupación;1992;79,76
Cantabria;Grado de ocupación;1991;83,31
Cantabria;Promedio de estancias/enfermo;2000;..
Cantabria;Promedio de estancias/enfermo;1999;..
Cantabria;Promedio de estancias/enfermo;1998;..
Cantabria;Promedio de estancias/enfermo;1997;12,16
Cantabria;Promedio de estancias/enfermo;1996;12,41
Cantabria;Promedio de estancias/enfermo;1995;13,39
Cantabria;Promedio de estancias/enfermo;1994;13,04
Cantabria;Promedio de estancias/enfermo;1993;12,71
Cantabria;Promedio de estancias/enfermo;1992;13,19
Cantabria;Promedio de estancias/enfermo;1991;13,69
Cantabria;Índice de rotación;2000;..
Cantabria;Índice de rotación;1999;..
Cantabria;Índice de rotación;1998;..
Cantabria;Índice de rotación;1997;25,23
Cantabria;Índice de rotación;1996;24,80
Cantabria;Índice de rotación;1995;22,76
Cantabria;Índice de rotación;1994;21,65
Cantabria;Índice de rotación;1993;23,05
Cantabria;Índice de rotación;1992;22,06
Cantabria;Índice de rotación;1991;22,21
Cantabria;Actos quirúrgicos/quirófano;2000;..
Cantabria;Actos quirúrgicos/quirófano;1999;..
Cantabria;Actos quirúrgicos/quirófano;1998;..
Cantabria;Actos quirúrgicos/quirófano;1997;906,93
Cantabria;Actos quirúrgicos/quirófano;1996;824,63
Cantabria;Actos quirúrgicos/quirófano;1995;717,83
Cantabria;Actos quirúrgicos/quirófano;1994;563,27
Cantabria;Actos quirúrgicos/quirófano;1993;670,23
Cantabria;Actos quirúrgicos/quirófano;1992;661,91
Cantabria;Actos quirúrgicos/quirófano;1991;626,05
Cantabria;Partos/camas de obstetricia;2000;..
Cantabria;Partos/camas de obstetricia;1999;..
Cantabria;Partos/camas de obstetricia;1998;..
Cantabria;Partos/camas de obstetricia;1997;47,47
Cantabria;Partos/camas de obstetricia;1996;44,48
Cantabria;Partos/camas de obstetricia;1995;42,43
Cantabria;Partos/camas de obstetricia;1994;42,69
Cantabria;Partos/camas de obstetricia;1993;49,09
Cantabria;Partos/camas de obstetricia;1992;36,89
Cantabria;Partos/camas de obstetricia;1991;41,94
Cantabria;Necropsias/1.000 fallecidos;2000;..
Cantabria;Necropsias/1.000 fallecidos;1999;..
Cantabria;Necropsias/1.000 fallecidos;1998;..
Cantabria;Necropsias/1.000 fallecidos;1997;49,59
Cantabria;Necropsias/1.000 fallecidos;1996;59,02
Cantabria;Necropsias/1.000 fallecidos;1995;59,85
Cantabria;Necropsias/1.000 fallecidos;1994;127,35
Cantabria;Necropsias/1.000 fallecidos;1993;92,04
Cantabria;Necropsias/1.000 fallecidos;1992;87,85
Cantabria;Necropsias/1.000 fallecidos;1991;123,47
Castilla y León;Grado de ocupación;2000;..
Castilla y León;Grado de ocupación;1999;..
Castilla y León;Grado de ocupación;1998;..
Castilla y León;Grado de ocupación;1997;81,06
Castilla y León;Grado de ocupación;1996;81,95
Castilla y León;Grado de ocupación;1995;79,40
Castilla y León;Grado de ocupación;1994;76,63
Castilla y León;Grado de ocupación;1993;76,77
Castilla y León;Grado de ocupación;1992;75,44
Castilla y León;Grado de ocupación;1991;76,33
Castilla y León;Promedio de estancias/enfermo;2000;..
Castilla y León;Promedio de estancias/enfermo;1999;..
Castilla y León;Promedio de estancias/enfermo;1998;..
Castilla y León;Promedio de estancias/enfermo;1997;11,84
Castilla y León;Promedio de estancias/enfermo;1996;12,16
Castilla y León;Promedio de estancias/enfermo;1995;13,35
Castilla y León;Promedio de estancias/enfermo;1994;13,00
Castilla y León;Promedio de estancias/enfermo;1993;13,96
Castilla y León;Promedio de estancias/enfermo;1992;14,52
Castilla y León;Promedio de estancias/enfermo;1991;15,46
Castilla y León;Índice de rotación;2000;..
Castilla y León;Índice de rotación;1999;..
Castilla y León;Índice de rotación;1998;..
Castilla y León;Índice de rotación;1997;24,99
Castilla y León;Índice de rotación;1996;24,59
Castilla y León;Índice de rotación;1995;21,71
Castilla y León;Índice de rotación;1994;21,51
Castilla y León;Índice de rotación;1993;20,07
Castilla y León;Índice de rotación;1992;18,96
Castilla y León;Índice de rotación;1991;18,02
Castilla y León;Actos quirúrgicos/quirófano;2000;..
Castilla y León;Actos quirúrgicos/quirófano;1999;..
Castilla y León;Actos quirúrgicos/quirófano;1998;..
Castilla y León;Actos quirúrgicos/quirófano;1997;865,57
Castilla y León;Actos quirúrgicos/quirófano;1996;862,21
Castilla y León;Actos quirúrgicos/quirófano;1995;731,39
Castilla y León;Actos quirúrgicos/quirófano;1994;693,73
Castilla y León;Actos quirúrgicos/quirófano;1993;722,25
Castilla y León;Actos quirúrgicos/quirófano;1992;706,95
Castilla y León;Actos quirúrgicos/quirófano;1991;686,21
Castilla y León;Partos/camas de obstetricia;2000;..
Castilla y León;Partos/camas de obstetricia;1999;..
Castilla y León;Partos/camas de obstetricia;1998;..
Castilla y León;Partos/camas de obstetricia;1997;46,74
Castilla y León;Partos/camas de obstetricia;1996;44,70
Castilla y León;Partos/camas de obstetricia;1995;44,32
Castilla y León;Partos/camas de obstetricia;1994;44,01
Castilla y León;Partos/camas de obstetricia;1993;43,18
Castilla y León;Partos/camas de obstetricia;1992;40,58
Castilla y León;Partos/camas de obstetricia;1991;40,80
Castilla y León;Necropsias/1.000 fallecidos;2000;..
Castilla y León;Necropsias/1.000 fallecidos;1999;..
Castilla y León;Necropsias/1.000 fallecidos;1998;..
Castilla y León;Necropsias/1.000 fallecidos;1997;24,73
Castilla y León;Necropsias/1.000 fallecidos;1996;25,87
Castilla y León;Necropsias/1.000 fallecidos;1995;23,89
Castilla y León;Necropsias/1.000 fallecidos;1994;32,02
Castilla y León;Necropsias/1.000 fallecidos;1993;36,33
Castilla y León;Necropsias/1.000 fallecidos;1992;35,74
Castilla y León;Necropsias/1.000 fallecidos;1991;33,63
Ávila;Grado de ocupación;2000;..
Ávila;Grado de ocupación;1999;..
Ávila;Grado de ocupación;1998;..
Ávila;Grado de ocupación;1997;84,99
Ávila;Grado de ocupación;1996;83,85
Ávila;Grado de ocupación;1995;81,77
Ávila;Grado de ocupación;1994;80,75
Ávila;Grado de ocupación;1993;84,21
Ávila;Grado de ocupación;1992;86,01
Ávila;Grado de ocupación;1991;81,46
Ávila;Promedio de estancias/enfermo;2000;..
Ávila;Promedio de estancias/enfermo;1999;..
Ávila;Promedio de estancias/enfermo;1998;..
Ávila;Promedio de estancias/enfermo;1997;15,10
Ávila;Promedio de estancias/enfermo;1996;14,07
Ávila;Promedio de estancias/enfermo;1995;19,84
Ávila;Promedio de estancias/enfermo;1994;19,03
Ávila;Promedio de estancias/enfermo;1993;20,88
Ávila;Promedio de estancias/enfermo;1992;21,40
Ávila;Promedio de estancias/enfermo;1991;23,06
Ávila;Índice de rotación;2000;..
Ávila;Índice de rotación;1999;..
Ávila;Índice de rotación;1998;..
Ávila;Índice de rotación;1997;20,54
Ávila;Índice de rotación;1996;21,75
Ávila;Índice de rotación;1995;15,04
Ávila;Índice de rotación;1994;15,48
Ávila;Índice de rotación;1993;14,72
Ávila;Índice de rotación;1992;14,67
Ávila;Índice de rotación;1991;12,90
Ávila;Actos quirúrgicos/quirófano;2000;..
Ávila;Actos quirúrgicos/quirófano;1999;..
Ávila;Actos quirúrgicos/quirófano;1998;..
Ávila;Actos quirúrgicos/quirófano;1997;709,83
Ávila;Actos quirúrgicos/quirófano;1996;694,50
Ávila;Actos quirúrgicos/quirófano;1995;537,92
Ávila;Actos quirúrgicos/quirófano;1994;514,73
Ávila;Actos quirúrgicos/quirófano;1993;471,93
Ávila;Actos quirúrgicos/quirófano;1992;683,55
Ávila;Actos quirúrgicos/quirófano;1991;579,08
Ávila;Partos/camas de obstetricia;2000;..
Ávila;Partos/camas de obstetricia;1999;..
Ávila;Partos/camas de obstetricia;1998;..
Ávila;Partos/camas de obstetricia;1997;39,67
Ávila;Partos/camas de obstetricia;1996;41,68
Ávila;Partos/camas de obstetricia;1995;47,73
Ávila;Partos/camas de obstetricia;1994;45,19
Ávila;Partos/camas de obstetricia;1993;40,53
Ávila;Partos/camas de obstetricia;1992;41,77
Ávila;Partos/camas de obstetricia;1991;37,03
Ávila;Necropsias/1.000 fallecidos;2000;..
Ávila;Necropsias/1.000 fallecidos;1999;..
Ávila;Necropsias/1.000 fallecidos;1998;..
Ávila;Necropsias/1.000 fallecidos;1997;18,77
Ávila;Necropsias/1.000 fallecidos;1996;20,83
Ávila;Necropsias/1.000 fallecidos;1995;14,43
Ávila;Necropsias/1.000 fallecidos;1994;29,46
Ávila;Necropsias/1.000 fallecidos;1993;36,97
Ávila;Necropsias/1.000 fallecidos;1992;41,73
Ávila;Necropsias/1.000 fallecidos;1991;20,63
Burgos;Grado de ocupación;2000;..
Burgos;Grado de ocupación;1999;..
Burgos;Grado de ocupación;1998;..
Burgos;Grado de ocupación;1997;87,81
Burgos;Grado de ocupación;1996;85,37
Burgos;Grado de ocupación;1995;84,89
Burgos;Grado de ocupación;1994;82,92
Burgos;Grado de ocupación;1993;78,02
Burgos;Grado de ocupación;1992;73,18
Burgos;Grado de ocupación;1991;75,17
Burgos;Promedio de estancias/enfermo;2000;..
Burgos;Promedio de estancias/enfermo;1999;..
Burgos;Promedio de estancias/enfermo;1998;..
Burgos;Promedio de estancias/enfermo;1997;13,04
Burgos;Promedio de estancias/enfermo;1996;13,31
Burgos;Promedio de estancias/enfermo;1995;14,73
Burgos;Promedio de estancias/enfermo;1994;15,09
Burgos;Promedio de estancias/enfermo;1993;15,56
Burgos;Promedio de estancias/enfermo;1992;16,21
Burgos;Promedio de estancias/enfermo;1991;17,12
Burgos;Índice de rotación;2000;..
Burgos;Índice de rotación;1999;..
Burgos;Índice de rotación;1998;..
Burgos;Índice de rotación;1997;24,57
Burgos;Índice de rotación;1996;23,41
Burgos;Índice de rotación;1995;21,03
Burgos;Índice de rotación;1994;20,06
Burgos;Índice de rotación;1993;18,30
Burgos;Índice de rotación;1992;16,48
Burgos;Índice de rotación;1991;16,03
Burgos;Actos quirúrgicos/quirófano;2000;..
Burgos;Actos quirúrgicos/quirófano;1999;..
Burgos;Actos quirúrgicos/quirófano;1998;..
Burgos;Actos quirúrgicos/quirófano;1997;687,25
Burgos;Actos quirúrgicos/quirófano;1996;685,25
Burgos;Actos quirúrgicos/quirófano;1995;632,89
Burgos;Actos quirúrgicos/quirófano;1994;646,49
Burgos;Actos quirúrgicos/quirófano;1993;680,31
Burgos;Actos quirúrgicos/quirófano;1992;654,24
Burgos;Actos quirúrgicos/quirófano;1991;685,16
Burgos;Partos/camas de obstetricia;2000;..
Burgos;Partos/camas de obstetricia;1999;..
Burgos;Partos/camas de obstetricia;1998;..
Burgos;Partos/camas de obstetricia;1997;49,65
Burgos;Partos/camas de obstetricia;1996;48,04
Burgos;Partos/camas de obstetricia;1995;42,11
Burgos;Partos/camas de obstetricia;1994;42,50
Burgos;Partos/camas de obstetricia;1993;44,03
Burgos;Partos/camas de obstetricia;1992;42,12
Burgos;Partos/camas de obstetricia;1991;43,50
Burgos;Necropsias/1.000 fallecidos;2000;..
Burgos;Necropsias/1.000 fallecidos;1999;..
Burgos;Necropsias/1.000 fallecidos;1998;..
Burgos;Necropsias/1.000 fallecidos;1997;38,46
Burgos;Necropsias/1.000 fallecidos;1996;32,58
Burgos;Necropsias/1.000 fallecidos;1995;38,78
Burgos;Necropsias/1.000 fallecidos;1994;47,20
Burgos;Necropsias/1.000 fallecidos;1993;42,54
Burgos;Necropsias/1.000 fallecidos;1992;62,70
Burgos;Necropsias/1.000 fallecidos;1991;40,48
León;Grado de ocupación;2000;..
León;Grado de ocupación;1999;..
León;Grado de ocupación;1998;..
León;Grado de ocupación;1997;80,05
León;Grado de ocupación;1996;83,36
León;Grado de ocupación;1995;82,33
León;Grado de ocupación;1994;78,16
León;Grado de ocupación;1993;81,25
León;Grado de ocupación;1992;78,00
León;Grado de ocupación;1991;81,14
León;Promedio de estancias/enfermo;2000;..
León;Promedio de estancias/enfermo;1999;..
León;Promedio de estancias/enfermo;1998;..
León;Promedio de estancias/enfermo;1997;10,62
León;Promedio de estancias/enfermo;1996;11,40
León;Promedio de estancias/enfermo;1995;12,19
León;Promedio de estancias/enfermo;1994;11,49
León;Promedio de estancias/enfermo;1993;12,55
León;Promedio de estancias/enfermo;1992;13,11
León;Promedio de estancias/enfermo;1991;14,31
León;Índice de rotación;2000;..
León;Índice de rotación;1999;..
León;Índice de rotación;1998;..
León;Índice de rotación;1997;27,50
León;Índice de rotación;1996;26,70
León;Índice de rotación;1995;24,66
León;Índice de rotación;1994;24,83
León;Índice de rotación;1993;23,63
León;Índice de rotación;1992;21,71
León;Índice de rotación;1991;20,70
León;Actos quirúrgicos/quirófano;2000;..
León;Actos quirúrgicos/quirófano;1999;..
León;Actos quirúrgicos/quirófano;1998;..
León;Actos quirúrgicos/quirófano;1997;1.024,50
León;Actos quirúrgicos/quirófano;1996;1.123,00
León;Actos quirúrgicos/quirófano;1995;935,35
León;Actos quirúrgicos/quirófano;1994;826,82
León;Actos quirúrgicos/quirófano;1993;763,21
León;Actos quirúrgicos/quirófano;1992;750,03
León;Actos quirúrgicos/quirófano;1991;718,09
León;Partos/camas de obstetricia;2000;..
León;Partos/camas de obstetricia;1999;..
León;Partos/camas de obstetricia;1998;..
León;Partos/camas de obstetricia;1997;52,81
León;Partos/camas de obstetricia;1996;52,40
León;Partos/camas de obstetricia;1995;52,89
León;Partos/camas de obstetricia;1994;53,91
León;Partos/camas de obstetricia;1993;50,33
León;Partos/camas de obstetricia;1992;45,87
León;Partos/camas de obstetricia;1991;67,66
León;Necropsias/1.000 fallecidos;2000;..
León;Necropsias/1.000 fallecidos;1999;..
León;Necropsias/1.000 fallecidos;1998;..
León;Necropsias/1.000 fallecidos;1997;23,62
León;Necropsias/1.000 fallecidos;1996;29,80
León;Necropsias/1.000 fallecidos;1995;20,46
León;Necropsias/1.000 fallecidos;1994;27,35
León;Necropsias/1.000 fallecidos;1993;36,92
León;Necropsias/1.000 fallecidos;1992;27,68
León;Necropsias/1.000 fallecidos;1991;33,75
Palencia;Grado de ocupación;2000;..
Palencia;Grado de ocupación;1999;..
Palencia;Grado de ocupación;1998;..
Palencia;Grado de ocupación;1997;88,38
Palencia;Grado de ocupación;1996;88,70
Palencia;Grado de ocupación;1995;86,63
Palencia;Grado de ocupación;1994;87,59
Palencia;Grado de ocupación;1993;86,94
Palencia;Grado de ocupación;1992;87,33
Palencia;Grado de ocupación;1991;85,20
Palencia;Promedio de estancias/enfermo;2000;..
Palencia;Promedio de estancias/enfermo;1999;..
Palencia;Promedio de estancias/enfermo;1998;..
Palencia;Promedio de estancias/enfermo;1997;30,58
Palencia;Promedio de estancias/enfermo;1996;31,23
Palencia;Promedio de estancias/enfermo;1995;32,17
Palencia;Promedio de estancias/enfermo;1994;29,03
Palencia;Promedio de estancias/enfermo;1993;30,97
Palencia;Promedio de estancias/enfermo;1992;33,37
Palencia;Promedio de estancias/enfermo;1991;35,12
Palencia;Índice de rotación;2000;..
Palencia;Índice de rotación;1999;..
Palencia;Índice de rotación;1998;..
Palencia;Índice de rotación;1997;10,55
Palencia;Índice de rotación;1996;10,37
Palencia;Índice de rotación;1995;9,83
Palencia;Índice de rotación;1994;11,01
Palencia;Índice de rotación;1993;10,25
Palencia;Índice de rotación;1992;9,55
Palencia;Índice de rotación;1991;8,85
Palencia;Actos quirúrgicos/quirófano;2000;..
Palencia;Actos quirúrgicos/quirófano;1999;..
Palencia;Actos quirúrgicos/quirófano;1998;..
Palencia;Actos quirúrgicos/quirófano;1997;890,00
Palencia;Actos quirúrgicos/quirófano;1996;843,09
Palencia;Actos quirúrgicos/quirófano;1995;738,91
Palencia;Actos quirúrgicos/quirófano;1994;607,80
Palencia;Actos quirúrgicos/quirófano;1993;621,77
Palencia;Actos quirúrgicos/quirófano;1992;511,47
Palencia;Actos quirúrgicos/quirófano;1991;541,64
Palencia;Partos/camas de obstetricia;2000;..
Palencia;Partos/camas de obstetricia;1999;..
Palencia;Partos/camas de obstetricia;1998;..
Palencia;Partos/camas de obstetricia;1997;27,92
Palencia;Partos/camas de obstetricia;1996;28,79
Palencia;Partos/camas de obstetricia;1995;25,52
Palencia;Partos/camas de obstetricia;1994;31,75
Palencia;Partos/camas de obstetricia;1993;30,79
Palencia;Partos/camas de obstetricia;1992;31,93
Palencia;Partos/camas de obstetricia;1991;31,69
Palencia;Necropsias/1.000 fallecidos;2000;..
Palencia;Necropsias/1.000 fallecidos;1999;..
Palencia;Necropsias/1.000 fallecidos;1998;..
Palencia;Necropsias/1.000 fallecidos;1997;18,32
Palencia;Necropsias/1.000 fallecidos;1996;15,67
Palencia;Necropsias/1.000 fallecidos;1995;4,42
Palencia;Necropsias/1.000 fallecidos;1994;13,79
Palencia;Necropsias/1.000 fallecidos;1993;12,15
Palencia;Necropsias/1.000 fallecidos;1992;13,66
Palencia;Necropsias/1.000 fallecidos;1991;19,86
Salamanca;Grado de ocupación;2000;..
Salamanca;Grado de ocupación;1999;..
Salamanca;Grado de ocupación;1998;..
Salamanca;Grado de ocupación;1997;66,28
Salamanca;Grado de ocupación;1996;69,54
Salamanca;Grado de ocupación;1995;68,50
Salamanca;Grado de ocupación;1994;62,86
Salamanca;Grado de ocupación;1993;66,07
Salamanca;Grado de ocupación;1992;68,41
Salamanca;Grado de ocupación;1991;71,66
Salamanca;Promedio de estancias/enfermo;2000;..
Salamanca;Promedio de estancias/enfermo;1999;..
Salamanca;Promedio de estancias/enfermo;1998;..
Salamanca;Promedio de estancias/enfermo;1997;8,16
Salamanca;Promedio de estancias/enfermo;1996;8,94
Salamanca;Promedio de estancias/enfermo;1995;9,31
Salamanca;Promedio de estancias/enfermo;1994;10,72
Salamanca;Promedio de estancias/enfermo;1993;11,54
Salamanca;Promedio de estancias/enfermo;1992;12,59
Salamanca;Promedio de estancias/enfermo;1991;12,65
Salamanca;Índice de rotación;2000;..
Salamanca;Índice de rotación;1999;..
Salamanca;Índice de rotación;1998;..
Salamanca;Índice de rotación;1997;29,65
Salamanca;Índice de rotación;1996;28,40
Salamanca;Índice de rotación;1995;26,86
Salamanca;Índice de rotación;1994;21,41
Salamanca;Índice de rotación;1993;20,90
Salamanca;Índice de rotación;1992;19,84
Salamanca;Índice de rotación;1991;20,67
Salamanca;Actos quirúrgicos/quirófano;2000;..
Salamanca;Actos quirúrgicos/quirófano;1999;..
Salamanca;Actos quirúrgicos/quirófano;1998;..
Salamanca;Actos quirúrgicos/quirófano;1997;772,14
Salamanca;Actos quirúrgicos/quirófano;1996;747,90
Salamanca;Actos quirúrgicos/quirófano;1995;662,40
Salamanca;Actos quirúrgicos/quirófano;1994;691,19
Salamanca;Actos quirúrgicos/quirófano;1993;766,66
Salamanca;Actos quirúrgicos/quirófano;1992;728,90
Salamanca;Actos quirúrgicos/quirófano;1991;692,03
Salamanca;Partos/camas de obstetricia;2000;..
Salamanca;Partos/camas de obstetricia;1999;..
Salamanca;Partos/camas de obstetricia;1998;..
Salamanca;Partos/camas de obstetricia;1997;55,94
Salamanca;Partos/camas de obstetricia;1996;49,02
Salamanca;Partos/camas de obstetricia;1995;51,44
Salamanca;Partos/camas de obstetricia;1994;45,77
Salamanca;Partos/camas de obstetricia;1993;50,08
